Tahun - Kuartal,Jumlah aset lancar,Jumlah liabilitas jangka pendek,Jumlah aset,Jumlah liabilitas,Jumlah ekuitas,Jumlah ekuitas yang diatribusikan kepada pemilik entitas induk,Penjualan dan pendapatan usaha,Jumlah laba bruto,Jumlah laba (rugi),Laba (rugi) yang dapat diatribusikan ke entitas induk,Laba (rugi) per saham dasar dari operasi yang dilanjutkan,Current Ratio,Debt Equity Ratio,Gross Profit Margin,Net Profit Margin,Return on Asset,Return on Equity,Code
2020 - 3,2136150,382813,2805838,447455,2358383,2357806,1312684,513098,153563,153417,51.0,5.580139650429844,0.1897295731863738,0.3908770122893247,0.1169839809123901,0.0718193947054279,0.0650676942886734,BISI
2020 - 4,2247228,385631,2914979,456592,2458387,2457882,1812762,688730,275667,275453,92.0,5.827404954477207,0.1857282844401634,0.3799340453959207,0.1520701559278052,0.1225745674226202,0.1120692531211832,BISI
2021 - 1,2393554,457096,3070174,532273,2537901,2537347,434181,201961,79514,79465,26.0,5.236436109701244,0.2097296151425922,0.4651539334977809,0.1831356047362735,0.0331995852193015,0.0313181445029,BISI
2021 - 2,2332366,330009,3011530,407723,2603807,2603215,946330,410695,145976,145889,49.0,7.067583005311977,0.1565872585794569,0.4339870869569812,0.1542548582418395,0.0625497884980316,0.0560418559358331,BISI
2021 - 3,2430641,469922,3114115,544454,2569661,2569038,1483369,646346,226108,225990,75.0,5.172434999851039,0.2118777535246867,0.4357283993396114,0.1524286944111681,0.0929754743707524,0.0879667797829382,BISI
2021 - 4,2468374,346045,3132202,404157,2728045,2727356,2015138,809970,380992,380808,126.94,7.133101186261903,0.1481489491558973,0.4019426957359744,0.1890649672627879,0.1542748384158964,0.1396253367730505,BISI
2022 - 1,2644417,368629,3310175,427927,2882248,2881506,618881,289413,154284,154231,51.0,7.173654270282587,0.1484698749032005,0.4676391745747567,0.2492950987346517,0.0583232523463583,0.0535244417328993,BISI
2019 - 1,262472,362761,2860724,1886520,974204,921853,88131,-37680,-96533,-93523,-16.1,0.7235397410416224,1.936473264326568,-0.4275453586138816,-1.0953353530539764,-0.356316102289006,-0.1014510990363973,GZCO
2019 - 2,267347,402993,2777185,1916348,860837,810362,152286,-165524,-211063,-205014,34.17,0.6634035826925033,2.226145019324216,-1.0869285423479509,-1.3859645666706066,-0.7668460839283777,-0.2529906387515703,GZCO
2019 - 3,478430,238905,1595471,1047428,548043,511422,228927,-238448,-403335,-400008,-66.67,2.002595173813859,1.911214995903606,-1.0415896770586257,-1.7618498473312454,-0.8360846936855967,-0.7821485974400788,GZCO
2019 - 4,321615,226687,1946438,1125636,820802,756565,385047,-238765,-584490,-579053,-97.0,1.4187624345463128,1.3713855473061711,-0.6200931314878444,-1.517970533467343,-1.800453958926045,-0.7653711181458301,GZCO
2020 - 1,244318,232970,1810665,1043440,767225,704210,74175,-36349,-53577,-52355,-9.0,1.0487101343520624,1.3600182475805662,-0.4900438153016515,-0.7223053589484327,-0.2142903920300591,-0.074345720736712,GZCO
2020 - 2,166634,265860,1657420,1016163,641257,618677,130033,-132360,-154797,-154075,-26.0,0.6267734898066651,1.5846423508827194,-1.0178954573069914,-1.1904439642244662,-0.9246312277206332,-0.2490394826379516,GZCO
2020 - 3,196704,295941,1628161,996607,631554,609676,189714,-183192,-164500,-163076,-27.0,0.664673026042353,1.578023415258236,-0.9656219361776148,-0.8670946793594568,-0.8290426224174394,-0.2674797761433942,GZCO
2020 - 4,234002,324113,2143393,1118712,1024681,981505,406924,-138853,-182592,-181616,-30.0,0.7219765945827535,1.0917661203828313,-0.3412258800169073,-0.4487127817479431,-0.7761301185459953,-0.1850382830449157,GZCO
2021 - 1,104407,298188,1954584,972010,982574,940185,134950,-52106,-42107,-41320,-7.0,0.3501381678672515,0.9892486469212496,-0.3861133753241941,-0.3120192663949611,-0.3957589050542588,-0.0439487973111674,GZCO
2021 - 2,103343,330070,1896634,937044,959590,917262,252180,-55801,-65091,-64243,-11.0,0.313094192141061,0.9765045488177242,-0.2212744864779126,-0.2581132524387342,-0.6216482974173384,-0.070037786368562,GZCO
2021 - 3,180807,354899,1921267,934687,986580,943297,459591,-21523,-38101,-38208,-6.0,0.5094604380401184,0.9474011230716212,-0.0468307690968709,-0.0829019715355609,-0.2113192520201098,-0.0405047402885835,GZCO
2021 - 4,318161,355108,2034452,958764,1075688,1030494,707102,67558,14269,13547,2.0,0.8959555966072293,0.891303054417266,0.0955420858659712,0.0201795497679259,0.0425790716021134,0.0131461221511236,GZCO
2022 - 1,224385,328807,1904725,815344,1089381,1044224,151879,7299,13693,13730,2.0,0.6824216029464093,0.7484470538773854,0.0480579935343266,0.0901572962687402,0.0611894734496512,0.0131485198578082,GZCO
2019 - 1,1663091,331272,3487710,375680,3112030,3112023,713677,378063,208868,208868,14.03,5.020318650534908,0.1207186306044607,0.5297396441247231,0.292664608779602,0.1255902413036929,0.0671164705402241,SIDO
2019 - 2,1449761,256926,3270931,304215,2966716,2966709,1410081,758161,374116,374116,25.13,5.642718136739762,0.1025426768184079,0.5376719493419172,0.2653152549392553,0.2580535688296209,0.1261047173821227,SIDO
2019 - 3,1708863,317599,3535218,365427,3169791,3169784,2128606,1158386,578445,578445,38.86,5.380567948891526,0.1152842569115755,0.5441993492454686,0.271748270934123,0.3384970006372658,0.1824871978658482,SIDO
2019 - 4,1716235,416211,3536898,472191,3064707,3064700,3067434,1680564,807689,807689,54.3,4.123473430543642,0.1540737825834574,0.5478729126690256,0.2633109628438623,0.4706167861627341,0.2635458609325545,SIDO
2020 - 1,1923505,382312,3736043,439708,3296335,3296328,730716,407530,231534,231534,15.56,5.0312441147544416,0.1333929955541533,0.5577132565866904,0.3168590806825087,0.1203708854409008,0.0702399761188813,SIDO
2020 - 2,1683753,306112,3444139,366524,3077615,3077608,1459710,781316,413791,413791,27.8,5.500447548609659,0.1190935188449497,0.5352542628330285,0.2834747997889992,0.2457551671771334,0.134452145952311,SIDO
2020 - 3,1923288,326678,3699613,394953,3304660,3304653,2257274,1217212,640805,640805,21.53,5.887412069377185,0.1195139590759715,0.5392398087250374,0.2838844553208871,0.3331820299403937,0.1939099203456459,SIDO
2020 - 4,2052081,560043,3849516,627776,3221740,3221733,3335411,1838783,934016,934016,31.38,3.664149002844424,0.194856195720325,0.5512912801450855,0.2800302571407241,0.4551555226133861,0.2899110509778433,SIDO
